time,x,y,z
1391868011817,2.23500227928162,4.6723837852478,8.33122539520264
1391868011829,1.67307078838348,7.365882396698,3.68204307556152
1391868011860,2.10402464866638,4.61819648742676,8.39514255523682
1391868011870,1.93502604961395,3.65764379501343,6.6810564994812
1391868011899,0.46358597278595,-0.789308607578278,10.0706081390381
1391868011931,2.21838688850403,4.4629693031311,8.44947910308838
1391868011958,-0.263751536607742,1.07102274894714,10.5548515319824
1391868011979,5.3241286277771,9.75716018676758,-4.94107484817505
1391868011988,-8.219557762146,-5.58967638015747,9.01859569549561
1391868012020,2.24128913879395,4.44934749603271,8.45067691802979
1391868012029,0.329315185546875,1.68160307407379,3.51813411712646
1391868012060,2.1583616733551,4.49335622787476,8.44902992248535
1391868012069,0.481249243021011,7.84683227539062,-0.595312058925629
1391868012100,2.62015128135681,-6.23872661590576,12.9820537567139
1391868012109,-0.10268646478653,6.06628513336182,4.44800043106079
1391868012142,2.31254100799561,4.58601331710815,8.35787010192871
1391868012149,-0.291443943977356,4.09263944625854,7.41318416595459
1391868012180,0.58663010597229,3.29255318641663,7.33295106887817
1391868012190,-0.683628380298615,4.65651655197144,6.02796459197998
1391868012219,-0.208965450525284,6.35922574996948,1.68115401268005
1391868012228,1.44225084781647,1.87829411029816,10.793155670166
1391868012262,-2.41028785705566,5.51812505722046,9.48712158203125
1391868012271,0.155227199196815,0.78167450428009,9.23729133605957
1391868012299,1.09093141555786,3.85762810707092,4.94436836242676
1391868012309,-3.25153827667236,-0.407452702522278,12.4832906723022
1391868012339,3.35048270225525,4.51670742034912,8.03783512115479
1391868012349,-4.77162742614746,11.634256362915,-9.48637294769287
1391868012384,3.73772740364075,4.47689008712769,7.88799667358398
1391868012411,-0.918190598487854,2.48049187660217,5.99144077301025
1391868012439,3.90298366546631,4.32136344909668,7.89473295211792
1391868012449,0.338895261287689,4.98867607116699,6.21777009963989
1391868012481,0.146096184849739,1.46515321731567,13.1613807678223
1391868012488,2.457439661026,6.94510746002197,3.06143379211426
1391868012520,-3.45331883430481,-0.665066957473755,10.5409297943115
1391868012539,0.552052021026611,5.1808762550354,6.70156383514404
1391868012560,4.30340099334717,4.13574981689453,7.7853102684021
1391868012569,-4.10356664657593,4.57927751541138,6.9807333946228
1391868012600,4.35609149932861,3.98576164245605,7.83395910263062
1391868012610,-1.21891522407532,2.13321399688721,11.4413080215454
1391868012641,4.39516019821167,3.81721210479736,7.89593029022217
1391868012649,2.62988114356995,2.90860152244568,8.15698719024658
1391868012679,4.3941125869751,3.68623447418213,7.95835065841675
1391868012689,-0.600102066993713,2.76055932044983,9.49250984191895
1391868012719,-0.125588834285736,0.147892460227013,10.5831422805786
1391868012728,-1.39479947090149,1.61708724498749,10.9501791000366
1391868012758,1.81677198410034,-1.85284698009491,12.3859930038452
1391868012778,-0.263003081083298,3.71886658668518,11.2535982131958
1391868012801,1.7080979347229,1.482217669487,12.5894203186035
1391868012809,5.20557498931885,4.762047290802,5.11935424804688
1391868012839,3.64746499061584,3.62156891822815,8.3554744720459
1391868012849,-0.334853678941727,0.637075185775757,15.3454885482788
1391868012882,3.26635766029358,3.73832607269287,8.46115493774414
1391868012889,3.50780558586121,1.22774684429169,5.61916494369507
1391868012919,0.240100711584091,3.31665301322937,5.06007766723633
1391868012929,1.70270919799805,0.194745019078255,14.16579246521
1391868012965,4.86188983917236,1.10829532146454,5.62649965286255
1391868012990,3.75943231582642,1.96601164340973,5.213059425354
1391868013019,1.84102153778076,4.0125560760498,8.76038265228271
1391868013029,2.52345252037048,2.9313542842865,6.23992395401001
1391868013071,0.966540098190308,2.5406665802002,8.48375797271729
1391868013099,3.88996076583862,0.0872685238718987,8.12240982055664
1391868013132,4.01974105834961,2.50683689117432,5.2052755355835
1391868013159,1.55541551113129,1.82725024223328,9.07622623443604
1391868013169,3.91450977325439,2.24922275543213,10.3222351074219
1391868013201,2.79394006729126,0.665216684341431,9.43203639984131
1391868013208,2.54860019683838,2.26164698600769,4.38977146148682
1391868013241,-0.218994602560997,4.05461835861206,8.93013000488281
1391868013253,-4.16883087158203,2.92701315879822,14.8191833496094
1391868013279,1.21307742595673,2.98494267463684,6.43466901779175
1391868013290,0.0969982892274857,-0.0896635428071022,11.1154356002808
1391868013319,2.50264573097229,4.33782958984375,5.50375509262085
1391868013329,1.00994980335236,3.25093960762024,11.3631706237793
1391868013362,-0.884959697723389,3.99279689788818,8.91680717468262
1391868013370,-0.356558531522751,3.06263113021851,11.9722537994385
1391868013399,-1.0749146938324,4.04249382019043,8.87339782714844
1391868013409,0.302221536636353,3.35078191757202,11.3699064254761
1391868013444,-1.23133945465088,4.04788255691528,8.85049533843994
1391868013449,-1.52892065048218,2.74813532829285,8.58644485473633
1391868013481,-1.23238718509674,4.04234409332275,8.85303974151611
1391868013488,-1.42922794818878,2.08172106742859,11.8171758651733
1391868013519,0.542022883892059,-0.462687849998474,11.2018060684204
1391868013529,-1.51110768318176,2.56596398353577,7.6008939743042
1391868013561,-1.15155529975891,4.14128828048706,8.81801319122314
1391868013570,-1.08195006847382,4.1840991973877,6.11119174957275
1391868013603,-1.07536375522614,4.12227773666382,8.83657455444336
1391868013609,-0.465831309556961,1.40722370147705,10.2758312225342
1391868013639,0.646206200122833,-0.412392437458038,10.2876567840576
1391868013660,-0.940344572067261,4.21089363098145,8.81007957458496
1391868013670,3.2353720664978,2.50668740272522,10.5036573410034
1391868013703,0.76625657081604,4.28199577331543,11.1149864196777
1391868013729,-1.56170237064362,3.53145623207092,7.29418182373047
1391868013771,-4.22885608673096,1.76123750209808,11.3208084106445
1391868013810,-0.871188342571259,2.33394646644592,7.01441335678101
1391868013851,-2.86115026473999,0.811312854290009,12.8649969100952
1391868013891,0.848285973072052,4.6973819732666,8.57027816772461
1391868013929,-0.166304171085358,5.33864831924438,0.524808645248413
