time,x,y,z
1385836398539,1.69522476196289,0.677640855312347,-0.255069583654404
1385836398549,-0.214653626084328,-0.0715512111783028,-0.114212490618229
1385836398575,-0.00179626466706395,0.420325934886932,0.328417062759399
1385836398586,-0.232017517089844,0.706530749797821,1.92619442939758
1385836398616,-0.167351990938187,1.40033793449402,2.88959097862244
1385836398626,-0.244142308831215,0.887803792953491,2.75457191467285
1385836398655,-0.155077517032623,0.376167744398117,1.57846760749817
1385836398666,0.430953830480576,-0.0474513247609138,-0.657283186912537
1385836398695,1.64627659320831,0.474363565444946,-2.81040573120117
1385836398705,1.35902392864227,0.201481014490128,-2.68272113800049
1385836398736,0.4037104845047,-0.091908872127533,-1.00575852394104
1385836398745,-0.221090242266655,-0.471070408821106,0.0630189478397369
1385836398775,-0.324974209070206,-0.81804883480072,-0.639470219612122
1385836398785,-0.39278319478035,-0.827179849147797,-1.4513818025589
1385836398815,0.100441128015518,-0.577050030231476,-2.83540368080139
1385836398826,-0.418529659509659,-0.779129803180695,-3.9230420589447
1385836398856,-1.76228535175323,-1.42309069633484,-3.00200724601746
1385836398866,-2.0959415435791,-0.530197441577911,-2.01106786727905
1385836398895,-0.677640855312347,0.487985223531723,-0.0408650189638138
1385836398909,0.949475526809692,-0.089813232421875,1.77171564102173
1385836398935,0.745300114154816,-0.384550333023071,1.75345373153687
1385836398945,-0.302371203899384,0.0739462301135063,0.323627024888992
1385836398975,-0.412392437458038,0.505498826503754,-0.192499697208405
1385836398985,-0.44981461763382,0.403111726045609,0.727636873722076
1385836399016,-0.977916419506073,0.378263384103775,1.24301517009735
1385836399025,-0.964294731616974,0.264649659395218,-0.58663010597229
1385836399055,-0.9354048371315,0.642164587974548,-2.49261665344238
1385836399076,0.266445934772491,1.70600235462189,-2.03546714782715
1385836399086,0.918639659881592,0.340541839599609,1.2168196439743
1385836399116,-0.594413936138153,-0.324974209070206,3.01637744903564
1385836399126,-1.92784106731415,-0.170645147562027,2.81130385398865
1385836399155,-1.34270787239075,-0.0425115972757339,1.54418885707855
1385836399166,1.1029064655304,-0.310604095458984,0.622854769229889
1385836399195,1.81617319583893,-0.611777782440186,1.72007310390472
1385836399206,0.915496230125427,-0.889450371265411,3.6169285774231
1385836399235,-0.0118254087865353,-1.27759325504303,5.01322507858276
1385836399246,-0.217348024249077,-1.88203632831573,4.88958215713501
1385836399275,0.395776987075806,-2.00732564926147,3.39748477935791
1385836399286,0.9806107878685,-1.85090100765228,2.08426570892334
1385836399317,1.52457964420319,-1.79671370983124,1.16487765312195
1385836399337,1.10245740413666,-2.01121759414673,0.628093898296356
1385836399347,0.558788001537323,-2.31688213348389,0.636326730251312
