time,longitude,latitude,speed,bearing,accuracy
1385902928390,7.59783423,50.34744205,1.25,226.0,4.0
1385902929677,7.597818,50.3474292,1.5,215.0,4.0
1385902929677,7.597818,50.3474292,1.5,215.0,4.0
1385902934691,7.59772398,50.34735655,1.75,214.2,6.0
1385902934691,7.59772398,50.34735655,1.75,214.2,6.0
1385902944584,7.59766171,50.34723583,1.25,184.3,5.0
1385902944584,7.59766171,50.34723583,1.25,184.3,5.0
1385902965382,7.59738258,50.34704284,1.25,201.4,5.0
1385902965382,7.59738258,50.34704284,1.25,201.4,5.0
1385902966356,7.59736281,50.34702637,2.0,212.8,5.0
1385902966356,7.59736281,50.34702637,2.0,212.8,5.0
1385902971519,7.59732632,50.34694143,1.5,200.3,5.0
1385902971519,7.59732632,50.34694143,1.5,200.3,5.0
1385902972360,7.59731826,50.34693039,1.25,205.5,5.0
1385902972360,7.59731826,50.34693039,1.25,205.5,5.0
1385902973360,7.59730484,50.3469177,1.25,210.2,5.0
1385902973360,7.59730484,50.3469177,1.25,210.2,5.0
1385902974642,7.59727999,50.34691388,1.25,233.7,4.0
1385902974642,7.59727999,50.34691388,1.25,233.7,4.0
1385902976512,7.59724934,50.34690121,1.0,240.3,4.0
1385902976512,7.59724934,50.34690121,1.0,240.3,4.0
1385902987734,7.59707209,50.3467923,1.25,220.9,9.0
1385902987734,7.59707209,50.3467923,1.25,220.9,9.0
1385902998548,7.59702211,50.34668146,1.5,181.6,7.0
1385902998548,7.59702211,50.34668146,1.5,181.6,7.0
1385903007523,7.59695287,50.346554,1.75,207.3,8.0
1385903007523,7.59695287,50.346554,1.75,207.3,8.0
1385903008362,7.59693121,50.34654104,1.75,211.5,8.0
1385903008362,7.59693121,50.34654104,1.75,211.5,8.0
1385903009360,7.59691094,50.34652862,1.5,212.8,8.0
1385903009360,7.59691094,50.34652862,1.5,212.8,8.0
1385903017398,7.59680039,50.34647038,1.25,226.4,7.0
1385903017398,7.59680039,50.34647038,1.25,226.4,7.0
1385903018328,7.59678911,50.34645924,1.5,207.5,6.0
1385903018328,7.59678911,50.34645924,1.5,207.5,6.0
1385903019416,7.59677807,50.34645166,1.0,206.6,6.0
1385903019416,7.59677807,50.34645166,1.0,206.6,6.0
1385903020346,7.59677049,50.34644276,1.0,198.9,6.0
1385903020346,7.59677049,50.34644276,1.0,198.9,6.0
1385903031408,7.59657166,50.34634372,1.0,227.4,6.0
1385903031408,7.59657166,50.34634372,1.0,227.4,6.0
1385903051728,7.59625952,50.34612003,1.5,230.3,5.0
1385903051728,7.59625952,50.34612003,1.5,230.3,5.0
1385903052351,7.59624519,50.34610581,1.5,215.5,5.0
1385903052351,7.59624519,50.34610581,1.5,215.5,5.0
1385903053347,7.59622313,50.34609609,1.5,225.6,5.0
1385903053347,7.59622313,50.34609609,1.5,225.6,5.0
1385903062416,7.59612579,50.34600034,1.75,245.6,6.0
1385903062416,7.59612579,50.34600034,1.75,245.6,6.0
1385903063323,7.59611331,50.34599312,1.25,239.8,5.0
1385903063323,7.59611331,50.34599312,1.25,239.8,5.0
1385903064363,7.59609922,50.34598638,1.25,241.5,5.0
1385903064363,7.59609922,50.34598638,1.25,241.5,5.0
1385903065352,7.59608268,50.34597782,1.5,244.5,6.0
1385903065352,7.59608268,50.34597782,1.5,244.5,6.0
1385903078552,7.59594018,50.34584064,2.0,235.5,8.0
1385903078552,7.59594018,50.34584064,2.0,235.5,8.0
1385903079320,7.59592996,50.34582863,1.5,228.9,8.0
1385903079320,7.59592996,50.34582863,1.5,228.9,8.0
1385903080334,7.59591743,50.34581633,1.5,228.7,8.0
1385903080334,7.59591743,50.34581633,1.5,228.7,8.0
1385903081355,7.59590481,50.34580643,1.5,231.4,7.0
1385903081355,7.59590481,50.34580643,1.5,231.4,7.0
1385903084508,7.5958832,50.34577031,1.25,224.3,6.0
1385903084508,7.5958832,50.34577031,1.25,224.3,6.0
1385903094405,7.59580154,50.3456757,1.5,223.3,6.0
1385903095353,7.5957859,50.34566442,1.5,221.9,7.0
1385903095353,7.5957859,50.34566442,1.5,221.9,7.0
1385903106422,7.59566047,50.34552968,1.5,219.2,6.0
1385903106422,7.59566047,50.34552968,1.5,219.2,6.0
1385903107350,7.59565649,50.34551915,1.25,219.9,6.0
1385903107350,7.59565649,50.34551915,1.25,219.9,6.0
1385903108359,7.59564944,50.34551009,1.25,226.8,6.0
1385903108359,7.59564944,50.34551009,1.25,226.8,6.0
1385903109431,7.59564231,50.34550145,1.0,225.9,6.0
1385903109431,7.59564231,50.34550145,1.0,225.9,6.0
1385903117010,7.59554226,50.34544341,1.25,231.4,6.0
1385903117010,7.59554226,50.34544341,1.25,231.4,6.0
1385903127520,7.59534867,50.34534941,1.5,224.9,6.0
1385903127520,7.59534867,50.34534941,1.5,224.9,6.0
1385903137409,7.59506195,50.34527713,2.0155644,261.0,4.0
1385903137409,7.59506195,50.34527713,2.0155644,261.0,4.0
1385903138358,7.59501712,50.34527315,1.5811388,247.3,3.0
1385903138358,7.59501712,50.34527315,1.5811388,247.3,3.0
1385903139337,7.59498799,50.34526465,1.3462912,238.1,3.0
1385903139337,7.59498799,50.34526465,1.3462912,238.1,3.0
1385903140340,7.59496579,50.34525331,1.3462912,236.0,3.0
1385903140340,7.59496579,50.34525331,1.3462912,236.0,3.0
1385903141332,7.5949509,50.34524359,1.3462912,219.2,3.0
1385903141332,7.5949509,50.34524359,1.3462912,219.2,3.0
1385903142332,7.59494292,50.34523008,2.236068,182.6,3.0
1385903142332,7.59494292,50.34523008,2.236068,182.6,3.0
1385903143334,7.5949416,50.34521113,2.236068,182.6,4.0
1385903143334,7.5949416,50.34521113,2.236068,182.6,4.0
1385903148485,7.59488304,50.3451633,1.0,243.2,6.0
1385903148485,7.59488304,50.3451633,1.0,243.2,6.0
1385903151346,7.59482368,50.34516792,2.0155644,282.5,7.0
1385903151346,7.59482368,50.34516792,2.0155644,282.5,7.0
1385903152894,7.59480826,50.3451658,1.0,218.5,6.0
1385903152894,7.59480826,50.3451658,1.0,218.5,6.0
