@relation MobSensDodge

@attribute xArithMean numeric
@attribute yArithMean numeric
@attribute zArithMean numeric
@attribute xHarmMean numeric
@attribute yHarmMean numeric
@attribute zHarmMean numeric
@attribute xKurtosis numeric
@attribute yKurtosis numeric
@attribute zKurtosis numeric
@attribute xVariance numeric
@attribute yVariance numeric
@attribute zVariance numeric
@attribute label {DODGE,NODODGE}

@data
0.256719,2.598753,8.935017,0.964358,0.202581,0.128485,0.32575,5.238273,1.318288,4.200415,6.66077,10.407865,DODGE
0.263493,2.607248,8.946226,0.963056,0.202034,0.1283,0.29323,5.195248,1.34714,4.228409,6.684136,10.382142,DODGE
0.272697,2.608545,8.923925,0.870416,0.201939,0.128624,0.314085,5.190296,1.310693,4.213051,6.686995,10.40795,DODGE
0.288097,2.616348,8.862119,0.89838,0.191944,0.129203,0.314472,5.263413,1.411336,4.210717,6.661038,10.171669,DODGE
0.272555,2.577149,8.944317,0.870287,0.195292,0.127913,0.315045,5.446085,1.461984,4.212452,6.554414,10.184079,DODGE
0.265787,2.595707,8.881457,0.875,0.19299,0.128765,0.289284,5.436794,1.438705,4.233156,6.569439,10.154403,DODGE
0.27621,2.599246,8.87272,0.853689,0.188399,0.128844,0.267765,5.472326,1.457114,4.245814,6.557273,10.125381,DODGE
0.269862,2.596538,8.849016,0.544036,0.189142,0.129021,0.258221,5.458359,1.536884,4.252949,6.561016,9.992817,DODGE
0.287425,2.59224,8.829542,0.517083,0.189948,0.129195,0.319713,5.445382,1.583454,4.200741,6.563404,9.922124,DODGE
0.338602,2.60053,8.836594,0.525805,0.189302,0.129083,0.268838,5.415495,1.600127,4.253644,6.580339,9.909265,DODGE
0.359332,2.630025,8.827567,0.46865,0.181002,0.129194,0.343678,5.495776,1.597025,4.188825,6.567117,9.906064,DODGE
0.367347,2.696642,8.740086,0.467747,0.188199,0.129852,0.355655,5.973634,1.689067,4.134256,6.391159,9.279005,DODGE
0.336253,2.686781,8.760727,0.454574,0.189212,0.129501,0.313424,5.982675,1.749451,4.171314,6.381861,9.236812,DODGE
0.334689,2.695398,8.757878,0.454686,0.188476,0.129542,0.316149,5.960791,1.744537,4.16057,6.395028,9.239008,DODGE
0.264971,2.717436,8.720042,0.448906,0.187047,0.129821,0.33215,5.837734,1.882726,4.160707,6.456162,9.006284,DODGE
0.218267,2.721242,8.69941,0.436218,0.186662,0.130188,0.432108,5.835245,1.814013,4.057898,6.459468,9.05367,DODGE
0.261352,2.740082,8.644877,0.457612,0.184059,0.130673,0.316933,5.855971,1.956865,4.178095,6.464018,8.802861,DODGE
0.215923,2.724086,8.699666,0.481892,0.189274,0.130338,0.313669,5.757987,1.8093,4.443341,6.490089,9.290542,DODGE
0.24374,2.738602,8.627908,0.478801,0.187894,0.132304,0.257303,5.736748,1.602213,4.616238,6.507466,9.527973,DODGE
0.265492,2.700726,8.660614,0.527631,0.107209,0.132024,0.220737,5.494153,1.507384,4.642787,6.580475,9.67797,DODGE
0.268028,2.741926,8.634617,0.526216,0.052922,0.132358,0.213297,5.661976,1.50208,4.64831,6.540134,9.66397,DODGE
0.272889,2.737232,8.625151,0.525782,0.053552,0.132494,0.198359,5.653791,1.490518,4.6786,6.540145,9.669479,DODGE
0.307411,2.748858,8.609095,0.504455,0.052252,0.132692,0.096992,5.655174,1.493167,4.807919,6.547259,9.655282,DODGE
0.292959,2.723079,8.67973,0.509068,0.066197,0.131574,0.14795,5.497632,1.535552,4.760862,6.592176,9.663072,DODGE
0.269073,2.759022,8.69643,0.744399,0.063105,0.131082,0.204331,5.368048,1.620629,4.714777,6.672982,9.568589,DODGE
0.265446,2.778607,8.673964,0.746027,0.059371,0.131248,0.190709,5.42904,1.707941,4.727751,6.661983,9.431861,DODGE
0.225588,2.76088,8.785072,0.561947,0.060752,0.124178,0.301245,5.480727,1.873613,4.591488,6.628986,9.004317,DODGE
0.206009,2.765266,8.756257,0.640227,0.060357,0.124692,0.351095,5.475189,1.786519,4.556541,6.634088,9.071027,DODGE
0.19667,2.738396,8.79484,0.688643,0.066465,0.124381,0.365451,5.394404,1.655596,4.548246,6.648265,9.268837,DODGE
0.139278,2.756907,8.800981,0.681377,0.063444,0.124286,0.412922,5.435589,1.669544,4.500425,6.644336,9.259076,DODGE
0.151361,2.754045,8.8342,0.680636,0.063664,0.121428,0.417329,5.44324,1.806759,4.59657,6.639387,8.921869,DODGE
0.121157,2.801124,8.75375,0.667213,0.077229,0.122699,0.432671,5.817986,1.77072,4.594235,6.512065,8.902112,DODGE
0.088607,2.791545,8.750029,0.6488,0.08288,0.122749,0.515173,5.729654,1.767828,4.53941,6.539332,8.902761,DODGE
0.129325,2.808187,8.671903,0.645894,0.081874,0.109522,0.654931,5.643432,1.806423,4.880944,6.584769,9.794943,DODGE
0.089012,2.791579,8.705019,0.66743,0.011599,0.109266,0.561779,5.446039,1.691598,5.088231,6.656121,9.981497,DODGE
0.117453,2.797112,8.703492,0.659271,0.011095,0.109287,0.437163,5.440552,1.689516,5.217148,6.662058,9.982478,DODGE
0.152498,2.812927,8.642557,0.687887,0.008947,0.109995,0.332732,5.466676,1.744907,5.303777,6.662725,9.847693,DODGE
0.133904,2.793855,8.688372,0.662338,0.010205,0.109126,0.320084,5.547845,1.86306,5.323039,6.616307,9.750248,DODGE
0.170138,2.791835,8.711207,0.655868,-0.188213,0.108941,0.210978,5.518927,1.785119,5.530067,6.627684,9.864299,DODGE
0.163453,2.765659,8.707424,0.656659,-0.185801,0.108999,0.239712,5.574375,1.777084,5.492806,6.587171,9.869543,DODGE
0.173652,2.778664,8.69459,0.655507,-0.187333,0.109157,0.197484,5.582615,1.775955,5.551549,6.592769,9.860707,DODGE
0.149542,2.721007,8.743324,0.636089,-0.24798,0.108719,0.228327,5.473147,1.65824,5.537011,6.597065,10.068049,DODGE
0.192245,2.720955,8.736687,0.651894,-0.247976,0.108806,0.123551,5.473309,1.653331,5.639833,6.596966,10.068055,DODGE
0.159029,2.695841,8.755852,0.634598,-0.311106,0.108679,0.190401,5.238596,1.577862,5.590196,6.679289,10.205776,DODGE
0.166613,2.67575,8.773144,0.629976,-0.309805,0.108483,0.166396,5.338157,1.569474,5.608166,6.623688,10.229142,DODGE
0.151099,2.709388,8.768828,0.634247,-0.315487,0.108534,0.229511,5.350624,1.569766,5.548657,6.641715,10.225383,DODGE
0.12578,2.736112,8.722194,0.615535,-0.316728,0.109317,0.26691,5.145399,1.487113,5.530189,6.755372,10.289755,DODGE
0.119455,2.727017,8.615568,0.625169,-0.245722,0.114171,0.28267,5.043872,1.329076,5.52064,6.794929,10.628017,DODGE
0.095296,2.750277,8.542439,10.164646,-0.249043,0.116962,0.357587,5.065148,1.127805,5.466877,6.802081,10.966062,DODGE
0.059072,2.780797,8.491533,10.153604,-0.261622,0.117397,0.381683,5.199541,1.243809,5.472109,6.766016,10.699452,DODGE
0.028254,2.778137,8.525521,10.139782,-0.260265,0.117194,0.431967,5.177583,1.149266,5.451147,6.773394,11.011275,DODGE
0.054309,2.797609,8.538408,10.113385,-0.263254,0.116989,0.327711,5.216545,1.167881,5.53521,6.771177,10.996113,DODGE
0.081612,2.840179,8.447159,10.140542,-0.275271,0.118139,0.362095,5.287795,1.220394,5.480362,6.773106,10.717163,DODGE
0.113226,2.842659,8.416027,10.280957,-0.275423,0.11843,0.429943,5.277816,1.291221,5.37784,6.779118,10.589545,DODGE
0.136892,2.787931,8.428891,10.297867,-0.28312,0.118292,0.419398,4.744743,1.27301,5.370616,7.022402,10.621991,DODGE
0.168633,2.850217,8.42042,10.31998,-0.276535,0.118393,0.335962,5.348068,1.278362,5.427565,6.729309,10.609395,DODGE
0.191272,2.832808,8.419841,10.352594,-0.273434,0.1184,0.368278,5.289463,1.278566,5.384289,6.740474,10.608743,DODGE
0.184315,2.813247,8.471813,10.361373,-0.272239,0.117571,0.386518,5.380817,1.317713,5.373495,6.687539,10.596805,DODGE
0.187219,2.856148,8.390436,10.358637,-0.278321,0.11852,0.378263,5.34284,1.398184,5.378509,6.737742,10.320191,DODGE
0.209495,2.838745,8.433057,10.235482,-0.277486,0.117437,0.313486,5.459638,1.539101,5.423238,6.674445,10.166231,DODGE
0.209301,2.832814,8.468859,10.239854,-0.276886,0.117119,0.313407,5.458663,1.442551,5.423403,6.670601,10.3337,DODGE
0.238698,2.83485,8.477832,10.256158,-0.277036,0.11699,0.271165,5.453528,1.450408,5.445611,6.674096,10.331686,DODGE
0.269583,2.857013,8.410828,10.27019,-0.278142,0.120321,0.297953,5.310277,1.22433,5.403019,6.753091,10.716899,DODGE
0.259833,2.754232,8.454325,10.277537,-0.282947,0.119931,0.271529,4.985072,1.127428,5.432875,6.870563,10.92434,DODGE
