@relation MobSensDodge

@attribute xArithMean numeric
@attribute yArithMean numeric
@attribute zArithMean numeric
@attribute xHarmMean numeric
@attribute yHarmMean numeric
@attribute zHarmMean numeric
@attribute xKurtosis numeric
@attribute yKurtosis numeric
@attribute zKurtosis numeric
@attribute xVariance numeric
@attribute yVariance numeric
@attribute zVariance numeric
@attribute label {DODGE,NODODGE}

@data
0.871953,2.34767,9.075184,-0.438267,0.349273,-0.272283,-0.214119,0.567653,1.313253,4.391515,6.249647,12.492079,DODGE
0.858439,2.336702,9.124983,-0.380544,0.350013,-0.272708,-0.208497,0.592597,1.240529,4.392446,6.215348,12.694031,DODGE
0.889434,2.399253,9.00937,-0.367119,0.348157,-0.276639,-0.156954,0.763321,1.628689,4.318632,6.749482,14.344274,DODGE
0.908946,2.31885,8.972519,-0.334196,0.343081,-0.275882,-0.106762,0.707061,1.516937,4.259565,7.224749,14.476463,DODGE
0.915095,2.286887,8.937438,-0.108439,0.382718,-0.272928,-0.098801,0.660025,1.364888,4.251458,7.255079,14.837037,DODGE
0.95207,2.29365,8.880008,-0.094649,0.382184,-0.272491,-0.030796,0.647009,1.463265,4.117616,7.272607,14.500069,DODGE
0.936566,2.366607,8.858797,-0.091972,0.27899,-0.272153,-0.015816,0.60236,1.420736,4.226378,7.480919,14.53769,DODGE
0.971065,2.356509,8.868272,-0.077191,0.279519,-0.272285,0.06265,0.631114,1.433991,4.104083,7.439406,14.530421,DODGE
0.975653,2.397784,8.879372,-0.080711,0.293297,-0.272546,0.079759,0.738182,1.47404,4.084268,7.334914,14.478314,DODGE
0.95227,2.390523,8.888567,-0.073294,0.293748,-0.272671,0.157812,0.756271,1.48619,4.029378,7.310919,14.472827,DODGE
0.959157,2.306664,8.910167,-0.009628,0.287849,-0.272937,0.176074,0.874036,1.502489,4.014661,8.019623,14.479937,DODGE
0.985238,2.315858,8.965612,0.006672,0.287152,-0.273718,0.211819,0.858093,1.561474,3.980131,8.044685,14.472495,DODGE
0.961301,2.296487,8.934358,0.010003,0.289442,-0.272898,0.314709,0.871098,1.442437,3.885237,8.014991,14.635557,DODGE
0.933806,2.360123,9.035377,0.02102,0.287198,-0.267426,0.411977,0.826615,1.457834,3.82155,8.513104,13.343863,DODGE
0.978352,2.350186,9.036279,0.030189,0.290289,-0.267432,0.493451,0.788216,1.455584,3.706731,8.597729,13.349161,DODGE
1.028089,2.42364,8.887461,0.006041,0.297253,-0.260323,0.386648,0.828136,1.314766,3.894429,7.98901,13.417342,DODGE
0.942696,2.528708,8.896715,0.072438,0.2954,-0.260536,3.170364,2.205975,1.349083,4.826519,9.412152,13.374894,DODGE
0.897876,2.505309,8.878974,0.059619,0.264953,-0.260435,3.1822,2.13175,1.399279,4.798003,9.49451,13.217269,DODGE
0.832432,2.545448,8.801701,0.050781,0.263562,-0.30832,3.309431,1.92511,1.188968,4.67215,9.754758,14.027696,DODGE
0.796781,2.495919,8.889131,0.107119,0.253562,-0.309648,2.951717,1.825091,1.250188,4.87141,9.898281,14.093025,DODGE
0.886141,2.543175,8.817863,0.11258,0.262065,-0.296439,2.923618,1.980245,1.019862,5.061948,9.673093,14.755297,DODGE
0.916775,2.59843,8.825779,0.080607,0.270836,-0.296494,3.227529,2.092422,1.004313,4.893666,9.514978,14.806549,DODGE
0.892164,2.661117,8.808427,0.091388,0.277662,-0.296313,3.329416,2.254985,1.006483,4.841756,9.283343,14.771219,DODGE
0.894613,2.634795,8.769021,0.090647,0.22804,-0.294397,3.319758,2.179431,0.858612,4.846351,9.365858,15.077264,DODGE
0.838827,2.552968,8.814438,0.083298,0.22226,-0.294678,3.021114,1.999935,0.782007,4.993036,10.060318,15.454831,DODGE
0.777504,2.516366,8.820511,0.056038,0.201453,-0.294783,3.293428,1.923259,0.794443,4.761855,10.154499,15.440305,DODGE
0.815091,2.494515,8.763614,0.072681,0.182704,-0.294447,3.636946,1.841711,0.873845,4.615699,10.25768,14.919467,DODGE
0.793445,2.467848,8.730375,0.12912,0.184993,-0.294162,3.408025,1.906152,0.909861,4.705401,10.193941,14.772214,DODGE
0.827714,2.469747,8.758874,0.146294,0.184941,-0.29454,3.415235,1.895838,0.936092,4.716426,10.207484,14.775659,DODGE
0.84487,2.463686,8.780222,0.169829,0.18527,-0.294892,3.517598,1.917873,0.978395,4.68457,10.185053,14.736361,DODGE
0.852857,2.47867,8.736976,-1.336055,0.174517,-0.294582,3.58054,1.944894,1.050143,4.664322,10.15257,14.453299,DODGE
0.807217,2.459029,8.784161,-1.344939,0.175757,-0.296522,3.313568,2.010042,1.233352,4.765255,10.087919,14.139354,DODGE
0.752556,2.42778,8.81282,-1.354148,0.183602,-0.296687,2.921105,1.881575,1.167915,4.988135,10.402182,14.396116,DODGE
0.780422,2.455447,8.802523,-1.338762,0.177499,-0.296571,3.087973,1.871423,1.164889,4.924677,10.40763,14.382818,DODGE
0.713087,2.437307,8.83132,-1.35029,0.18566,-0.296939,3.302797,1.850916,1.190504,4.707419,10.433329,14.391276,DODGE
0.743107,2.441484,8.813185,-1.335673,0.185358,-0.29675,3.513484,1.840229,1.192544,4.636196,10.444174,14.354302,DODGE
0.71866,2.405713,8.876391,-1.355909,0.173101,-0.297532,3.327082,1.737936,1.217343,4.698707,10.581038,14.442256,DODGE
0.679093,2.39172,8.896013,-1.351853,0.178293,-0.297801,3.648511,1.725366,1.245847,4.459049,10.598398,14.430397,DODGE
0.708152,2.394569,8.823836,-1.390246,0.178048,-0.296029,4.014576,1.719515,1.072467,4.318912,10.604287,14.653332,DODGE
0.644881,2.391887,8.82912,-1.396893,0.178273,-0.296105,3.922751,1.725198,1.080997,4.316052,10.598537,14.647991,DODGE
0.665765,2.524586,8.687305,-1.410535,0.163992,-0.304266,3.833378,2.001358,0.944149,4.356706,11.896958,15.513862,DODGE
0.668399,2.544574,8.671501,-1.415299,0.162553,-0.304147,3.835961,1.948328,0.968955,4.357175,11.950434,15.421815,DODGE
0.660898,2.567832,8.688406,-1.411021,0.161759,-0.304346,3.857987,1.842306,0.976131,4.346393,12.090345,15.441479,DODGE
0.619169,2.586494,8.697513,-1.404236,0.159702,-0.304476,4.238262,1.816575,0.988516,4.127131,12.112081,15.435862,DODGE
0.562934,2.601927,8.59318,-1.438705,0.15406,-0.303115,3.68801,1.828939,0.964671,4.47885,12.088099,15.109583,DODGE
0.579858,2.486048,8.667426,-1.440386,0.150476,-0.30493,3.52148,1.777625,1.121384,4.571588,12.423158,14.924242,DODGE
0.581987,2.526879,8.633382,-1.447007,0.125533,-0.304702,3.525234,1.924612,1.187298,4.571571,12.017675,14.670728,DODGE
0.545585,2.542961,8.640777,-1.441335,0.123793,-0.304805,3.829894,1.90098,1.197011,4.383639,12.0375,14.668914,DODGE
0.4957,2.669954,8.926081,-0.093593,-0.026771,0.088059,-0.767278,1.900294,0.180009,6.444014,4.451279,8.758853,DODGE
0.458425,2.660129,8.936005,-0.11349,-0.025788,0.087932,-0.752835,1.911366,0.18585,6.384678,4.440672,8.757742,DODGE
0.447938,2.643772,8.941717,-0.083091,-0.024936,0.087857,-0.773714,2.002067,0.190609,6.41096,4.381005,8.755322,DODGE
0.486792,2.679675,9.00354,1.943889,-0.025722,0.086843,-0.713889,2.042253,0.25962,6.222169,4.695195,8.68343,DODGE
0.521707,2.669507,9.048014,1.955842,-0.025042,0.086256,-0.66429,2.085604,0.289,6.161489,4.670037,8.679941,DODGE
0.467845,2.705035,8.960115,1.94599,0.048959,0.087997,-0.65687,2.253594,0.210019,6.069915,4.594562,8.7951,DODGE
0.44176,2.698488,8.926393,1.93054,0.053164,0.088401,-0.687631,2.210622,0.206572,6.099837,4.647361,8.771326,DODGE
0.439381,2.79293,8.866436,1.931877,0.05765,0.088845,-0.693697,0.635926,0.259873,6.108387,3.910624,8.394961,DODGE
0.419121,2.781264,8.884753,1.936799,0.059366,0.088472,-0.735142,0.633644,0.317686,6.218773,3.913357,8.328306,DODGE
0.373336,2.761243,8.981394,1.902627,0.060596,0.083566,-0.787021,0.724942,0.338523,6.438108,3.857293,7.865185,DODGE
0.309227,2.81285,9.008252,1.895616,0.058738,0.083209,-0.825158,0.77135,0.366068,6.62003,4.178511,7.853516,DODGE
0.254194,2.816176,9.114392,1.887199,0.058624,0.123588,-0.81753,0.751686,-0.316544,6.538342,4.195883,6.994094,DODGE
0.251952,2.806315,9.182342,1.888785,0.059154,0.120019,-0.822004,0.804063,-0.46978,6.544899,4.165375,6.497447,DODGE
0.239104,2.828279,9.144571,1.896653,0.077876,0.120317,-0.848334,0.895064,-0.41275,6.588393,4.048414,6.32499,DODGE
0.225311,2.804179,9.193905,1.798613,0.078884,0.11894,-0.865672,1.038818,-0.366604,6.610988,3.940334,6.056431,DODGE
0.208248,2.749879,9.251306,1.820706,0.068463,0.118235,-0.895711,0.952915,-0.365825,6.660681,4.083725,6.084943,DODGE
0.219057,2.711068,9.280017,1.816781,0.069769,0.117707,-0.87354,1.04371,-0.29541,6.617905,3.844064,5.982994,DODGE
0.129476,2.723095,9.206681,1.812306,0.069368,0.119516,-0.894238,0.972729,-0.302271,6.612831,3.911929,6.264095,DODGE
0.082883,2.658015,9.286965,1.79456,0.050507,0.11835,-0.861635,1.00352,-0.276517,6.465264,3.914405,6.25898,DODGE
0.058914,2.688183,9.262862,1.916807,0.047504,0.118558,-0.833831,0.905317,-0.231579,6.406835,3.965442,6.184025,DODGE
0.058907,2.685969,9.266491,1.916817,0.047632,0.11851,-0.833841,0.917696,-0.226721,6.406849,3.958813,6.179933,DODGE
0.109294,2.674048,9.297644,1.925045,0.048349,0.117733,-0.803219,0.982683,-0.151303,6.350193,3.924133,6.005986,DODGE
0.169632,2.678771,9.259521,1.933887,0.046907,0.117987,-0.769509,0.996573,-0.120624,6.149225,3.916008,5.765687,DODGE
0.21538,2.725228,9.186094,1.94816,0.043765,0.119001,-0.708704,0.830915,-0.148614,5.999856,4.084048,5.758843,DODGE
0.263289,2.75886,9.145294,1.964567,0.041251,0.119804,-0.648781,0.70224,-0.241606,5.81421,4.171266,5.903375,DODGE
0.242888,2.718421,9.199821,1.911983,0.14371,0.119361,-0.63752,0.655669,-0.27622,5.791349,4.222024,6.152079,DODGE
0.222361,2.761058,9.162185,1.948739,0.140634,0.120121,-0.612017,0.515119,-0.358489,5.748348,4.355564,6.296045,DODGE
0.180159,2.791052,9.15144,1.928598,0.135035,0.120244,-0.568406,0.505134,-0.357427,5.634614,4.354471,6.291715,DODGE
0.149835,2.754195,9.184765,1.936331,0.139077,0.119844,-0.5203,0.589434,-0.353963,5.491931,4.297517,6.299039,DODGE
0.129614,2.764526,9.172968,1.942278,0.137529,0.120005,-0.476748,0.589618,-0.369102,5.411733,4.294898,6.313341,DODGE
0.140553,2.752906,9.228052,1.930403,0.13879,0.11914,-0.492752,0.607386,-0.315853,5.433161,4.287112,6.229058,DODGE
0.136971,2.797033,9.225114,1.818676,0.148264,0.11916,-0.494637,0.698784,-0.309133,5.434195,4.080644,6.212475,DODGE
0.113503,2.801665,9.239478,1.799123,0.146678,0.11897,-0.48793,0.713365,-0.291152,5.420204,4.070582,6.197343,DODGE
0.077039,2.822137,9.24731,1.745993,0.144501,0.11886,-0.431272,0.672879,-0.277325,5.307582,4.087996,6.184701,DODGE
0.07203,2.851804,9.165247,2.021592,0.142957,0.121076,-0.430011,0.53863,-0.253688,5.305458,4.195338,6.494149,DODGE
0.052982,2.798917,9.195083,2.023354,0.135329,0.120701,-0.424235,0.522497,-0.234259,5.176155,4.471159,6.485963,DODGE
0.009851,2.80957,9.162876,2.012343,0.134089,0.121024,-0.388715,0.513976,-0.205545,5.104248,4.474924,6.425485,DODGE
0.002739,2.787578,9.146422,1.845696,0.135293,0.121397,-0.394331,0.607837,-0.256928,5.108497,4.403165,6.507429,DODGE
-0.026652,2.778533,9.161763,1.831406,0.135903,0.121226,-0.414005,0.640986,-0.25911,5.126829,4.383166,6.517977,DODGE
-0.023226,2.76827,9.210998,1.830791,0.136206,0.120487,-0.403922,0.684473,-0.198986,5.110617,4.319613,6.452244,DODGE
-0.029409,2.796428,9.184559,1.834927,0.133672,0.120785,-0.418624,0.610846,-0.198823,5.126043,4.367177,6.435825,DODGE
-0.004124,2.798419,9.178909,1.758785,0.133531,0.120882,-0.361577,0.604324,-0.214905,5.055926,4.371051,6.453231,DODGE
-0.020406,2.811286,9.164812,1.733435,0.132624,0.121041,-0.358004,0.562134,-0.214693,5.050818,4.397456,6.445664,DODGE
-0.011947,2.836669,9.143111,1.731244,0.130704,0.121239,-0.331952,0.488023,-0.179131,5.01675,4.450134,6.38552,DODGE
0.006139,2.806228,9.182981,1.77163,0.143126,0.120735,-0.307711,0.440949,-0.158341,4.994635,4.489374,6.381366,DODGE
0.009966,2.827002,9.166306,1.770223,0.136263,0.120944,-0.295876,0.484767,-0.172124,4.981732,4.456202,6.388267,DODGE
0.042851,2.822442,9.1464,1.79436,0.140196,0.12114,-0.228636,0.465051,-0.148636,4.903042,4.472084,6.34907,DODGE
0.048071,2.835073,9.157013,1.793287,0.137714,0.121046,-0.210643,0.48269,-0.169631,4.879144,4.459679,6.381455,DODGE
0.084633,2.846949,9.200014,1.785162,0.13678,0.120246,-0.176356,0.454087,-0.07411,4.667408,4.478245,6.247832,DODGE
0.14308,2.892829,9.175598,1.806605,0.1853,0.120495,-0.258335,0.52452,-0.05163,4.369245,4.404819,6.208367,DODGE
0.156937,2.880704,9.146469,1.945747,0.187877,0.120798,-0.233607,0.50062,-0.027413,4.347779,4.420365,6.164734,DODGE
0.163746,2.832587,9.243412,2.069827,0.216229,0.118412,-0.235348,0.492356,-0.09518,4.348972,4.432099,5.932273,DODGE
0.176368,2.853006,9.203045,2.13556,0.214528,0.119064,-0.24446,0.445393,-0.167597,4.356216,4.463813,6.02183,DODGE
0.194369,2.813961,9.243454,2.108757,0.42274,0.118611,-0.28454,0.377588,-0.181382,4.393743,4.529582,6.057575,DODGE
0.16547,2.829823,9.254879,2.118655,0.421981,0.118463,-0.214585,0.311349,-0.168075,4.273607,4.587852,6.047432,DODGE
0.198519,2.839855,9.247832,2.131269,0.421437,0.118583,-0.176425,0.27344,-0.18863,4.23928,4.61801,6.069766,DODGE
0.235588,2.825316,9.25238,2.142379,0.500175,0.118553,-0.176747,0.216657,-0.198401,4.246588,4.676406,6.098345,DODGE
0.269887,2.844081,9.236766,2.158485,0.498556,0.118728,-0.096838,0.181725,-0.196625,4.166655,4.702791,6.091061,DODGE
0.275104,2.839535,9.232052,2.12466,0.499175,0.118771,-0.084637,0.180408,-0.18718,4.158815,4.703929,6.078272,DODGE
0.341796,2.855652,9.180242,2.135626,0.497628,0.119297,-0.392426,0.159442,-0.144795,3.81486,4.719506,5.968489,DODGE
0.329296,2.834073,9.249793,2.177136,0.812702,0.118593,-0.425821,0.087491,-0.15917,3.844339,4.795126,6.153065,DODGE
0.332893,2.881765,9.18497,2.175379,0.826812,0.119471,-0.413943,0.170371,-0.174716,3.831452,4.666091,6.157564,DODGE
0.339073,2.832048,9.207627,2.282674,1.023057,0.119151,-0.411721,0.147675,-0.142776,3.829687,4.69829,6.125731,DODGE
0.319322,2.881252,9.151489,2.351917,1.334386,0.119661,-0.465217,0.178749,-0.086618,3.887622,4.655669,5.93461,DODGE
0.322226,2.848419,9.162328,0.831994,1.337041,0.11951,-0.461687,0.251595,-0.069858,3.884851,4.58828,5.920102,DODGE
0.356301,2.877014,9.119282,0.843807,1.333158,0.1199,-0.431521,0.235915,0.002588,3.852191,4.600092,5.78204,DODGE
0.322959,2.851001,9.124767,0.823442,1.340189,0.119804,-0.386388,0.201471,0.019807,3.803088,4.628577,5.764651,DODGE
0.351037,2.89322,9.088271,0.839442,1.305032,0.120156,-0.394313,0.24124,0.082986,3.810332,4.586469,5.673357,DODGE
0.297964,2.928455,9.03503,0.826296,1.303237,0.122368,-0.386821,0.140148,0.105321,3.659284,4.718684,6.04773,DODGE
0.302302,2.874907,9.092909,0.823184,1.295687,0.121899,-0.396996,0.202048,0.055962,3.667173,5.062548,6.329712,DODGE
0.263563,2.925509,9.022857,0.793866,1.285022,0.123105,-0.336991,0.181105,0.008575,3.567305,5.107361,6.42473,DODGE
0.219688,2.889347,9.050852,0.746235,1.265811,0.122806,-0.306821,0.076877,-0.018707,3.413871,5.233732,6.465856,DODGE
0.204529,2.934692,8.971463,0.748425,1.255314,0.124496,-0.281393,0.077739,-0.055802,3.336516,5.248729,6.640925,DODGE
0.179972,2.920863,8.94988,0.732125,1.25823,0.124737,-0.300621,0.053153,-0.040205,3.347624,5.266686,6.616544,DODGE
0.179278,2.933116,8.904051,0.732935,1.25723,0.125358,-0.302931,0.039306,-0.050666,3.349177,5.282205,6.619563,DODGE
0.181177,2.958116,8.841059,0.730983,1.290658,0.125942,-0.307488,0.028935,0.001418,3.352288,5.087857,6.368221,DODGE
0.097593,2.980331,8.87639,0.725941,1.317669,0.125701,-0.031437,0.106575,-0.045076,3.5349,4.983383,6.609271,DODGE
0.058453,3.014915,8.776462,0.708134,1.316047,0.116875,0.033296,0.020674,1.079049,3.440069,5.118517,7.645447,DODGE
0.065585,3.055665,8.750419,0.707151,1.17957,0.11716,0.015884,0.093448,1.108271,3.478313,5.042303,7.599104,DODGE
0.017791,3.074552,8.747801,0.698624,1.178222,0.117214,0.020738,0.064684,1.097171,3.450939,5.072623,7.608645,DODGE
0.004378,3.052407,8.795504,0.704619,1.150303,0.11667,0.072715,-0.012013,1.055704,3.406824,5.180243,7.694703,DODGE
-0.032964,3.116003,8.708304,0.686121,1.13405,0.118211,0.151133,-0.02191,0.992728,3.314361,5.265118,7.704864,DODGE
-0.02629,3.077295,8.753689,0.679725,1.137986,0.117426,0.177617,0.005878,1.088048,3.300269,5.219089,7.631533,DODGE
-0.072366,3.06971,8.715636,0.667086,1.139216,0.119092,0.236946,-0.006034,0.929335,3.175677,5.227702,7.907585,DODGE
-0.127702,3.068083,8.700108,0.659465,1.139646,0.119412,0.245781,-0.010437,0.870704,3.094328,5.231389,7.961067,DODGE
-0.165029,3.046537,8.728057,0.644828,2.147228,0.11921,0.32742,-0.081769,0.785702,3.010453,5.317144,8.137896,DODGE
-0.214676,3.066097,8.734862,0.636584,2.145707,0.119062,0.352762,-0.103447,0.812451,2.95384,5.34325,8.111234,DODGE
-0.256948,3.059578,8.753696,0.748268,2.147465,0.118827,0.26109,-0.120028,0.816643,2.745713,5.357867,8.12056,DODGE
-0.276641,3.091888,8.757521,0.755295,2.146045,0.118768,0.315907,-0.190626,0.824189,2.65783,5.485805,8.115431,DODGE
-0.308212,3.117173,8.790283,0.739581,2.142178,0.118253,0.386762,-0.171272,0.884661,2.594866,5.472944,8.073654,DODGE
-0.33086,3.106864,8.839237,0.763335,2.208901,0.117851,0.471407,-0.178655,0.779717,2.511834,5.551256,8.319349,DODGE
-0.330209,3.11016,8.802218,0.76248,2.208569,0.118437,0.468319,-0.177862,0.714792,2.513418,5.551583,8.368714,DODGE
-0.307883,3.092455,8.797112,0.743392,2.211236,0.118502,0.386469,-0.196901,0.711983,2.597911,5.56505,8.368136,DODGE
-0.356124,3.073054,8.813826,0.735044,2.213318,0.117885,0.384178,-0.197913,0.784752,2.546181,5.560356,8.248735,DODGE
-0.327926,3.085002,8.831022,0.731468,2.204799,0.117677,0.704107,-0.160158,0.786043,2.744669,5.518052,8.25985,DODGE
-0.303642,3.106331,8.790391,0.721442,2.201723,0.118064,0.611793,-0.14284,0.858097,2.856996,5.507086,8.125629,DODGE
-0.337075,3.117336,8.718977,0.701351,2.198766,0.118757,0.740264,-0.115206,0.935876,2.763551,5.482503,7.836485,DODGE
-0.297252,3.120913,8.712782,0.714994,2.198516,0.118838,0.621823,-0.119015,0.931997,2.871342,5.487336,7.835927,DODGE
-0.309038,3.144592,8.738947,0.718398,2.192778,0.118607,0.551447,-0.074306,0.864698,2.910598,5.449951,7.940891,DODGE
-0.263117,3.094874,8.768789,0.727247,2.196594,0.117407,0.5573,-0.023011,0.995985,2.910545,5.32311,7.726985,DODGE
-0.241614,3.09713,8.827008,0.772395,2.194338,0.11642,0.472955,-0.014251,1.092015,2.95732,5.313587,7.658075,DODGE
-0.27117,3.134718,8.770545,0.786283,2.192192,0.118037,0.353431,-0.079052,0.896874,3.066,5.425339,7.914729,DODGE
-0.225219,3.114106,8.747622,0.796952,2.195779,0.118415,0.282915,-0.108635,0.842185,3.180558,5.446792,7.95597,DODGE
-0.231323,3.067138,8.718173,-1.243966,2.197085,0.118715,0.279876,-0.180374,0.888373,3.181446,5.128961,7.879651,DODGE
-0.228513,3.061196,8.704011,-1.245177,2.197712,0.118844,0.265793,-0.183434,0.924451,3.191437,5.128606,7.828397,DODGE
-0.229109,3.052508,8.763851,-1.244867,2.198713,0.117325,0.263145,-0.189887,1.102451,3.19283,5.129994,7.613055,DODGE
-0.192944,3.102097,8.768319,-1.233264,2.207889,0.117252,0.212588,-0.109116,1.114789,3.236813,4.908072,7.604601,DODGE
-0.17079,3.09822,8.760377,-1.213206,2.208223,0.117359,0.232482,-0.108292,1.106218,3.22929,4.905626,7.6071,DODGE
-0.143873,3.079284,8.766375,-1.227135,2.254901,0.117272,0.345888,-0.176891,1.116884,3.132631,4.980132,7.601366,DODGE
-0.083691,3.072871,8.757506,-1.219088,2.255709,0.117346,0.349494,-0.183761,1.146797,2.993855,4.983246,7.562171,DODGE
-0.017009,3.028939,8.74232,-1.212578,2.256991,0.11752,0.288576,-0.262096,1.156201,2.874719,4.699158,7.543349,DODGE
0.000986,3.010854,8.730433,-1.051454,2.257856,0.117645,0.351012,-0.222883,1.174368,2.844639,4.639166,7.518626,DODGE
0.00732,3.033613,8.722835,-1.058653,2.256891,0.11775,0.379411,-0.270838,1.165952,2.83192,4.729522,7.521369,DODGE
0.051878,3.062772,8.712897,-1.049632,2.251459,0.117872,0.376239,-0.23056,1.166329,2.843235,4.71122,7.514939,DODGE
0.106298,3.101636,8.67934,-1.039351,2.250144,0.118544,0.377028,-0.240035,1.054022,2.994255,4.922585,7.61206,DODGE
0.150374,3.154703,8.642157,-1.030246,2.260638,0.118893,0.384295,-0.151304,1.148108,2.99403,4.738199,7.475449,DODGE
0.184982,3.126503,8.652619,-1.017514,2.267779,0.118776,0.353528,-0.209434,1.135749,3.019051,4.778308,7.492761,DODGE
0.676584,2.694788,8.357365,-0.164146,0.580684,0.137697,0.301445,1.896172,0.830366,4.932126,6.987401,10.009743,DODGE
0.695752,2.68463,8.347873,-0.142512,0.581054,0.137818,0.35192,1.95786,0.832349,4.898574,6.934461,10.000071,DODGE
0.703122,2.739031,8.348535,-0.206498,0.574905,0.137808,0.359626,1.80317,0.833147,4.895619,7.079412,9.999537,DODGE
0.703214,2.735485,8.343221,-0.207862,0.575082,0.137872,0.359786,1.819207,0.836168,4.895537,7.066915,9.99169,DODGE
0.710212,2.758989,8.298741,-0.221806,0.594097,0.138359,0.361677,1.942466,0.897357,4.896717,6.954549,9.857829,DODGE
0.721946,2.737853,8.336767,-0.23128,0.595572,0.13788,0.350515,2.013036,0.875766,4.909565,6.904087,9.918376,DODGE
0.736903,2.68679,8.365299,-0.186703,0.575865,0.137359,0.36936,1.934249,0.928122,4.901817,6.979446,9.871415,DODGE
0.79841,2.691126,8.357513,-0.172947,0.575406,0.137444,0.282699,1.928564,0.93838,4.528958,6.982889,9.852101,DODGE
0.733877,2.679153,8.354163,-0.180397,0.57819,0.137472,0.285303,1.912805,0.947812,4.456417,6.99563,9.83531,DODGE
0.70808,2.636228,8.389659,-0.198099,0.541484,0.137145,0.258131,1.839278,0.86988,4.470315,7.065332,9.992258,DODGE
0.687588,2.626455,8.395096,-0.251387,0.542371,0.137079,0.259126,1.861263,0.867107,4.465438,7.051041,10.000114,DODGE
0.630796,2.640002,8.362727,-0.259664,0.541695,0.13773,0.180526,1.794685,0.795378,4.666815,7.102881,10.074962,DODGE
0.602898,2.578147,8.432496,-0.294548,0.533205,0.134107,0.204372,1.68663,0.982897,4.641248,7.240269,9.681504,DODGE
0.657913,2.668963,8.416638,-0.461877,0.538067,0.134264,-0.042578,1.419902,1.014277,4.258889,6.503555,9.628358,DODGE
0.658609,2.671619,8.423826,-0.462536,0.537794,0.134104,-0.043407,1.41446,1.038102,4.259409,6.505996,9.603605,DODGE
0.63301,2.705757,8.424837,-0.461373,0.535127,0.134052,-0.256725,1.28919,1.042732,4.041267,6.593963,9.595384,DODGE
0.637625,2.701366,8.473025,-0.46529,0.537656,0.133689,-0.239691,1.277416,0.92203,4.024998,6.606094,9.918529,DODGE
0.603261,2.714095,8.465846,-0.477376,0.537015,0.133791,-0.26376,1.216025,0.917563,4.045162,6.652202,9.919218,DODGE
0.616897,2.729795,8.472756,-0.432388,0.533745,0.133742,-0.228684,1.220941,0.894955,4.017275,6.639698,9.968353,DODGE
0.630157,2.719037,8.473563,-3.606069,0.534364,0.133733,-0.187034,1.266559,0.894628,3.982729,6.607572,9.969308,DODGE
0.655602,2.738245,8.485666,-3.645375,0.524182,0.133358,-0.113512,1.303591,0.944068,3.872299,6.566722,9.901795,DODGE
0.646205,2.73734,8.458208,-3.540328,0.525234,0.133563,-0.143959,1.300309,1.028821,3.895231,6.570032,9.724911,DODGE
0.617533,2.715497,8.4691,-3.559376,0.528597,0.133437,-0.137431,1.318153,1.02,3.888878,6.567997,9.743202,DODGE
0.604674,2.69832,8.516892,-3.529982,0.537215,0.13292,-0.125498,1.285125,0.957489,3.880789,6.604586,9.880292,DODGE
0.557695,2.719314,8.500327,-3.538498,0.536314,0.13319,-0.162502,1.17467,0.930941,3.938958,6.699105,9.901486,DODGE
0.512766,2.705261,8.516556,-3.50997,0.537102,0.132953,-0.120191,1.235816,0.945486,3.753978,6.654622,9.895224,DODGE
0.52591,2.711825,8.57033,-3.516016,0.536248,0.131955,-0.072686,1.229617,1.031265,3.697321,6.655724,9.816198,DODGE
0.479429,2.752237,8.58429,-3.540527,0.546229,0.131842,-0.00541,1.369503,0.991562,3.568724,6.417706,9.887939,DODGE
0.460769,2.749063,8.588777,-3.527054,0.546456,0.131785,0.051257,1.380613,0.992233,3.529831,6.411368,9.890698,DODGE
0.416724,2.761871,8.608726,-3.577464,0.540162,0.131631,0.130399,1.415385,0.93439,3.391446,6.299617,10.00442,DODGE
0.398298,2.759239,8.613096,-3.566305,0.540355,0.131576,0.198017,1.424704,0.93522,3.347756,6.294617,10.006928,DODGE
0.349486,2.768018,8.628038,-3.575252,0.521609,0.131461,0.231377,1.463816,0.892391,3.314815,6.231181,10.091668,DODGE
0.345607,2.780688,8.644384,-3.571407,0.520641,0.131241,0.214535,1.420056,0.902524,3.325552,6.25418,10.092417,DODGE
0.301585,2.80367,8.628335,-3.582254,0.519558,0.132251,0.274454,1.296041,0.841828,3.275462,6.344994,10.240604,DODGE
0.299035,2.827428,8.618012,-3.579262,0.56225,0.132325,0.263984,1.37843,0.872294,3.281812,6.254228,10.173433,DODGE
0.293076,2.857862,8.599032,-3.566025,0.555862,0.132558,0.24306,1.366678,0.872946,3.294214,6.243047,10.155849,DODGE
0.310926,2.826493,8.661633,-3.541558,0.53673,0.131834,0.241861,1.261916,0.833655,3.292659,6.36576,10.304915,DODGE
0.29317,2.839014,8.659927,-3.530619,0.536079,0.131857,0.317269,1.203232,0.832394,3.247791,6.406151,10.30505,DODGE
0.334243,2.866223,8.597731,-3.520124,0.839375,0.132411,0.285293,1.277419,0.929691,3.2675,6.322296,10.002036,DODGE
0.352753,2.876017,8.616581,-3.549191,0.838566,0.13216,0.22663,1.252689,0.93988,3.300354,6.335025,10.006403,DODGE
0.351688,2.878902,8.586558,-3.54817,0.838336,0.132436,0.229512,1.245296,0.998808,3.298909,6.338875,9.888717,DODGE
